School Name,LONGITUDE,LATITUDE,School Type
KOREAN INTERNATIONAL SCHOOL,114.22282,22.28553,PRIMARY
KAU YAN SCHOOL,114.14111,22.28546,PRIMARY
LI SING PRIMARY SCHOOL,114.1397,22.2853,PRIMARY
ST. ANTHONY'S SCHOOL,114.13733,22.28521,PRIMARY
HKCA PO LEUNG KUK SCHOOL,114.19358,22.28455,PRIMARY
BONHAM ROAD GOVERNMENT PRIMARY SCHOOL,114.14391,22.28446,PRIMARY
QUARRY BAY SCHOOL,114.19819,22.28435,PRIMARY
NORTH POINT GOVERNMENT PRIMARY SCHOOL (CLOUD VIEW ROAD),114.19478,22.28429,PRIMARY
S.K.H. ST. PETER'S PRIMARY SCHOOL,114.13565,22.28423,PRIMARY
KING'S COLLEGE OLD BOYS' ASSOCIATION PRIMARY SCHOOL NO. 2,114.14783,22.28417,PRIMARY
CATHOLIC MISSION SCHOOL,114.14712,22.28413,PRIMARY
TAIKOO PRIMARY SCHOOL,114.21485,22.28405,PRIMARY
SAN WUI COMMERCIAL SOCIETY SCHOOL,114.14886,22.28403,PRIMARY
S.K.H. KEI YAN PRIMARY SCHOOL,114.15175,22.284,PRIMARY
CENTRAL & WESTERN DISTRICT ST. ANTHONY'S SCHOOL,114.14769,22.28393,PRIMARY
ST. STEPHEN'S GIRLS' PRIMARY SCHOOL,114.14463,22.28392,PRIMARY
ISLAND CHRISTIAN ACADEMY,114.14927,22.28386,PRIMARY
"CHIU SHEUNG SCHOOL, HONG KONG",114.13596,22.2837,PRIMARY
CHINESE INTERNATIONAL SCHOOL,114.19793,22.28349,PRIMARY
KING'S COLLEGE OLD BOYS' ASSOCIATION PRIMARY SCHOOL,114.15002,22.28348,PRIMARY
ST. CLARE'S PRIMARY SCHOOL,114.14029,22.28346,PRIMARY
TUNG CHUNG CATHOLIC SCHOOL,113.93545,22.28267,PRIMARY
ALDRICH BAY GOVERNMENT PRIMARY SCHOOL,114.22856,22.28238,PRIMARY
HOLY FAMILY SCHOOL,114.03928,22.28195,PRIMARY
SHAUKIWAN TSUNG TSIN SCHOOL,114.23114,22.28182,PRIMARY
SHANGHAI ALUMNI PRIMARY SCHOOL,114.21554,22.28164,PRIMARY
THE SALVATION ARMY LAM BUTT CHUNG MEMORIAL SCHOOL,113.93713,22.28163,PRIMARY
S.K.H. LUI MING CHOI MEMORIAL PRIMARY SCHOOL,114.12415,22.28153,PRIMARY
THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL (ALDRICH BAY),114.226,22.28126,PRIMARY
HKFEW WONG CHO BAU SCHOOL,113.93713,22.2811,PRIMARY
SHAU KEI WAN GOVERNMENT PRIMARY SCHOOL,114.23079,22.28096,PRIMARY
BUDDHIST CHUNG WAH KORNHILL PRIMARY SCHOOL,114.21397,22.2809,PRIMARY
ST CHARLES SCHOOL,114.12986,22.28059,PRIMARY
ISLAND WALDORF SCHOOL,114.12903,22.28044,PRIMARY
THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL,114.22262,22.28034,PRIMARY
THE HONG KONG CHINESE WOMEN'S CLUB HIOE TJO YOENG PRIMARY SCHOOL,114.22303,22.28031,PRIMARY
SACRED HEART CANOSSIAN SCHOOL,114.15352,22.28023,PRIMARY
SACRED HEART CANOSSIAN SCHOOL,114.15352,22.28023,PRIMARY
"SACRED HEART CANOSSIAN SCHOOL, PRIVATE SECTION",114.15352,22.28023,PRIMARY
ST. PAUL'S CONVENT SCHOOL (PRIMARY SECTION),114.18711,22.27865,PRIMARY
HENNESSY ROAD GOVERNMENT PRIMARY SCHOOL (CAUSEWAY BAY),114.18877,22.27802,PRIMARY
HENNESSY ROAD GOVERNMENT PRIMARY SCH,114.17556,22.2774,PRIMARY
LI SING TAI HANG SCHOOL,114.19392,22.27724,PRIMARY
SIR ELLIS KADOORIE (SOOKUNPO) PRIMARY SCHOOL,114.18967,22.27679,PRIMARY
GLENEALY SCHOOL,114.15298,22.27669,PRIMARY
THE ENDEAVOURERS LEUNG LEE SAU YU MEMORIAL PRIMARY SCHOOL,114.22695,22.27656,PRIMARY
THE SALVATION ARMY ANN WYLLIE MEMORIAL SCHOOL,114.23834,22.27615,PRIMARY
THE JOCKEY CLUB HONG CHI SCHOOL (PRIMARY SECTION),114.17694,22.27609,PRIMARY
BUDDHIST WONG CHEUK UM PRIMARY SCHOOL,114.19014,22.27589,PRIMARY
THE TRUE LIGHT MIDDLE SCHOOL OF HONG KONG,114.19413,22.27584,PRIMARY
SALESIAN SCHOOL,114.22964,22.27571,PRIMARY
TUNG WAH GROUP OF HOSPITALS LI CHI HO PRIMARY SCHOOL,114.17705,22.27548,PRIMARY
ST. JOSEPH'S PRIMARY SCHOOL,114.17653,22.27547,PRIMARY
ST. FRANCIS' CANOSSIAN SCHOOL,114.16897,22.27541,PRIMARY
PO LEUNG KUK GOLD & SILVER EXCHANGE SOCIETY PERSHING TSANG SCHOOL,114.18514,22.27524,PRIMARY
ST. MARK'S PRIMARY SCHOOL,114.23166,22.27478,PRIMARY
CHINESE ACADEMY,114.18747,22.27445,PRIMARY
CARMEL SCHOOL,114.16336,22.27426,PRIMARY
RAIMONDI COLLEGE PRIMARY SECTION,114.17629,22.27329,PRIMARY
S.K.H. ST. JAMES' PRIMARY SCHOOL,114.17378,22.27231,PRIMARY
HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),114.12321,22.27129,PRIMARY
HONG KONG RED CROSS JOHN F. KENNEDY CENTRE (PRIMARY SECTION),114.12439,22.27103,PRIMARY
HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),114.13127,22.27014,PRIMARY
HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),114.23643,22.2693,PRIMARY
MENG TAK CATHOLIC SCHOOL,114.23619,22.26835,PRIMARY
KENNEDY SCHOOL,114.12526,22.26816,PRIMARY
LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL),114.23623,22.26747,PRIMARY
PO KOK PRIMARY SCHOOL,114.18516,22.26743,PRIMARY
EBENEZER NEW HOPE SCHOOL (PRIMARY SECTION),114.13175,22.26738,PRIMARY
EBENEZER SCHOOL (PRIMARY SECTION),114.13175,22.26738,PRIMARY
PEAK SCHOOL,114.15282,22.26737,PRIMARY
THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LOVE LUTHERAN SCHOOL,114.24219,22.26663,PRIMARY
MUI WO SCHOOL,113.98987,22.2664,PRIMARY
PRECIOUS BLOOD PRIMARY SCHOOL,114.18802,22.26633,PRIMARY
HKUGA PRIMARY SCHOOL,114.23959,22.26567,PRIMARY
BRADBURY SCHOOL,114.17976,22.26557,PRIMARY
GERMAN SWISS INTERNATIONAL SCHOOL,114.16049,22.26549,PRIMARY
GERMAN SWISS INTERNATIONAL SCHOOL,114.16049,22.26549,PRIMARY
S.K.H. CHAI WAN ST. MICHAEL'S PRIMARY SCHOOL,114.24337,22.26539,PRIMARY
LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL),114.1913,22.26477,PRIMARY
HON WAH COLLEGE,114.24996,22.26476,PRIMARY
SILVERMINE BAY SCHOOL,114.00067,22.26476,PRIMARY
PUI KIU PRIMARY SCHOOL,114.25008,22.2642,PRIMARY
ROSARYHILL SCHOOL,114.18269,22.26392,PRIMARY
ST. PAUL'S PRIMARY CATHOLIC SCHOOL,114.2326,22.26391,PRIMARY
THE INDEPENDENT SCHOOLS FOUNDATION ACADEMY,114.12995,22.26331,PRIMARY
MARYMOUNT PRIMARY SCHOOL,114.19054,22.26294,PRIMARY
THE SALVATION ARMY CENTALINE CHARITY FUND SCHOOL,114.23747,22.26203,PRIMARY
HONGKONG JAPANESE SCHOOL,114.19075,22.26184,PRIMARY
HONG CHI LIONS MORNINGHILL SCHOOL (PRIMARY SECTION),114.19106,22.2616,PRIMARY
ROTARY CLUB OF HONG KONG ISLAND WEST HONG CHI MORNINGHOPE SCHOOL (PRIMARY SECTION),114.23218,22.2614,PRIMARY
GERMAN SWISS INTERNATIONAL SCHOOL,114.13669,22.2607,PRIMARY
S.K.H. CHI FU CHI NAM PRIMARY SCHOOL,114.13876,22.25687,PRIMARY
THE CHURCH OF CHRIST IN CHINA TAI O PRIMARY SCHOOL,113.86167,22.25436,PRIMARY
ST. PAUL'S COLLEGE PRIMARY SCHOOL,114.13829,22.25399,PRIMARY
TUNG WAH GROUP OF HOSPITALS HOK SHAN SCHOOL,114.13806,22.25265,PRIMARY
KELLETT SCHOOL,114.13955,22.25244,PRIMARY
ST. PAUL'S CO-EDUCATIONAL COLLEGE PRIMARY SCHOOL,114.17739,22.25239,PRIMARY
PRECIOUS BLOOD PRIMARY SCHOOL (WAH FU ESTATE),114.1344,22.25236,PRIMARY
TUNG WAH GROUP OF HOSPITALS TSUI TSIN TONG SCHOOL (PRIMARY SECTION),114.13445,22.25213,PRIMARY
S.K.H. TIN WAN CHI NAM PRIMARY SCHOOL,114.15112,22.25184,PRIMARY
WYCOMBE ABBEY SCHOOL HONG KONG,114.14959,22.25095,PRIMARY
ABERDEEN ST PETER'S CATHOLIC PRIMARY SCHOOL,114.15777,22.25073,PRIMARY
ISLAND ROAD GOVERNMENT PRIMARY SCHOOL,114.15513,22.25011,PRIMARY
PUI TAK CANOSSIAN PRIMARY SCHOOL,114.15578,22.24919,PRIMARY
HAN ACADEMY,114.16566,22.24849,PRIMARY
THE HARBOUR SCHOOL,114.14864,22.24504,PRIMARY
SINGAPORE INTERNATIONAL SCHOOL (HONG KONG),114.16721,22.24474,PRIMARY
PRECIOUS BLOOD PRIMARY SCHOOL (SOUTH HORIZONS),114.1487,22.24393,PRIMARY
LANTAU INTERNATIONAL SCHOOL,113.97841,22.24389,PRIMARY
HONG KONG SOUTHERN DISTRICT GOVERNMENT PRIMARY SCHOOL,114.15045,22.24348,PRIMARY
THE HARBOUR SCHOOL,114.15323,22.24341,PRIMARY
BUI O PUBLIC SCHOOL,113.9762,22.24301,PRIMARY
MARYCOVE SCHOOL (PRIMARY SECTION),114.16688,22.24295,PRIMARY
CANADIAN INTERNATIONAL SCHOOL,114.16688,22.24251,PRIMARY
ST. PETER'S CATHOLIC PRIMARY SCHOOL,114.15655,22.24231,PRIMARY
VICTORIA SHANGHAI ACADEMY,114.16652,22.24156,PRIMARY
APLICHAU KAIFONG PRIMARY SCHOOL,114.15409,22.24049,PRIMARY
HONG KONG INTERNATIONAL SCHOOL,114.20115,22.23908,PRIMARY
LANTAU INTERNATIONAL SCHOOL,113.9586,22.23495,PRIMARY
LANTAU INTERNATIONAL SCHOOL,113.93199,22.22861,PRIMARY
NORTHERN LAMMA SCHOOL,114.11367,22.2257,PRIMARY
THE INTERNATIONAL MONTESSORI SCHOOL - AN IMEF SCHOOL,114.20925,22.21949,PRIMARY
ST. STEPHEN'S COLLEGE PREPARATORY SCHOOL,114.21575,22.21239,PRIMARY
KWOK MAN SCHOOL,114.02911,22.21066,PRIMARY
CHEUNG CHAU SACRED HEART SCHOOL,114.03017,22.20976,PRIMARY
THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG PRIMARY SCHOOL,114.02822,22.2036,PRIMARY
